"-3","-2.5","-2","-1.5","-1","-0.5","0","0.5","1"
0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956
0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957
0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958
0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956
0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957
0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956
0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961
0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958
0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956
0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958
0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958
0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959
0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959
0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954
0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959
0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957
0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957
0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958
0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959
0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959
0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958
0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958
0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958
0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957
0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
